station_q_number,Country,station_ch5_abbr,station_ch8_abbr,station_p_number,station_o_number,city,station_r_number,county,bart_station_geo_country_geo_city,station_abbr,bart_station_geo_country_geo_postcode,geo_address,line_number,bart_station_geo_country_geo_region,id,state,abbr,bart_station_geo_country_geo_regionid,station_name,address,bart_station_geo_country_geo_subregion,bart_station_geo_country_geo_geocode,station_ch3_abbr,bart_station_geo_country_geo_country,bart_station_geo_country_geo_subregionid,zipcode,plat1_displ_number,gtfs_latitude,name,station_m_number,gtfs_longitude,plat4_displ_number,station_ch4_abbr,plat2_displ_number,plat3_displ_number,Source_data_set|
27,United States,MONTG,MONTGMRY,27,27,San Francisco,41,sanfrancisco,San Francisco,MT,94172,37.789256 -122.401407,1,California,MT,CA,MONT,5332921,MONTGOMERY STREET,598 Market Street,City And County Of San Francisco,37.77493 -122.41942,M20,US,5391997,94104,16,37.789256,MONTGOMERY ST.,31,-122.401407,0,MONT,17,0,bart_locations|station_list
32,United States,GLNPK,GLEN PRK,32,32,San Francisco,46,sanfrancisco,San Francisco,GP,94172,37.732921 -122.434092,1,California,GP,CA,GLEN,5332921,GLEN PARK,2901 Diamond Street,City And County Of San Francisco,37.77493 -122.41942,M70,US,5391997,94131,6,37.732921,GLEN PARK,36,-122.434092,0,GLEN,7,0,station_list|bart_locations
4,United States,NBERK,NO BRKLY,4,22,Berkeley,13,alameda,Berkeley,NB,94712,37.87404 -122.283451,4,California,NB,CA,NBRK,5332921,NORTH BERKELEY,1750 Sacramento Street,Alameda County,37.87159 -122.27275,R30,US,5322745,94702,46,37.87404,NORTH BERKELEY,26,-122.283451,0,NBER,47,0,station_list|bart_locations
38,United States,NCONC,N CONCRD,35,40,Concord,31,contracosta,Concord,NC,94524,38.003275 -122.024597,3,California,NC,CA,NCON,5332921,NORTH CONCORD,3700 Port Chicago Highway,Contra Costa County,37.97798 -122.03107,C70,US,5339268,94520,0,38.003275,NORTH CONCORD/MARTINEZ,22,-122.024597,0,NCON,0,0,station_list|bart_locations
40,United States,WDUBL,W DUBLIN,38,45,Dublin,9,alameda,Dublin,WD,94568,37.6997562 -121.930429,7,California,WD,CA,WDUB,5332921,WEST DUBLIN / PLEAS,6501 Golden Gate Drive,Alameda County,37.6997562 -121.930429,L20,US,5322745,94568,0,37.6997562,WEST DUBLIN/PLEASANTON,,-121.930429,0,WDBL,0,0,station_list|bart_locations
6,United States,ASHBY,ASHBY   ,6,20,Berkeley,15,alameda,Berkeley,AS,94712,37.853024 -122.26978,4,California,AS,CA,ASHB,5332921,ASHBY PLACE,3100 Adeline Street,Alameda County,37.87159 -122.27275,R10,US,5322745,94703,50,37.853024,ASHBY,24,-122.26978,0,ASHB,51,0,station_list|bart_locations
9,United States,12OAK,12ST OAK,9,10,Oakland,18,alameda,Oakland,12,94604,37.803664 -122.271604,2,California,12,CA,12TH,5332921,12TH STREET OAKLAND,1245 Broadway,Alameda County,37.80437 -122.2708,K10,US,5322745,94612,70,37.803664,12TH ST. OAKLAND CITY CENTER,12,-122.271604,0,12TH,71,0,bart_locations|station_list
17,United States,UNION,UNION CT,17,8,Union City,26,alameda,Union City,UC,94587,37.591208 -122.017867,6,California,UC,CA,UCTY,5332921,UNION CITY,10 Union Square,Alameda County,37.59577 -122.01913,A80,US,5322745,94587,24,37.591208,UNION CITY,8,-122.017867,0,UNCT,25,0,bart_locations|station_list
30,United States,16MIS,16 MISSN,30,30,San Francisco,44,sanfrancisco,San Francisco,16,94172,37.765062 -122.419694,1,California,16,CA,16TH,5332921,16TH STREET MISSION,2000 Mission Street,City And County Of San Francisco,37.77493 -122.41942,M50,US,5391997,94110,10,37.765062,16TH ST. MISSION,34,-122.419694,0,16TH,11,0,bart_locations|station_list
14,United States,BAYFR,BAY FAIR,14,5,San Leandro,23,alameda,San Leandro,BF,94577,37.697185 -122.126871,5,California,BF,CA,BAYF,5332921,BAY FAIR,15242 Hesperian Blvd.,Alameda County,37.72493 -122.15608,A50,US,5322745,94578,30,37.697185,BAY FAIR,5,-122.126871,0,BYFR,31,0,bart_locations|station_list
34,United States,DALYC,DALY CTY,34,34,Berkeley,48,alameda,Berkeley,DC,94712,37.869867 -122.268045,1,California,DC,CA,DBRK,5332921,DALY CITY,2160 Shattuck Avenue,Alameda County,37.87159 -122.27275,M90,US,5322745,94704,1,37.7063674,DOWNTOWN BERKELEY,38,-122.4693972,0,DALY,2,3,bart_locations|station_list
5,United States,BERKL,BERKELEY,5,21,Castro Valley,14,alameda,Castro Valley,BK,94546,37.690754 -122.075567,4,California,BK,CA,CAST,5332921,BERKELEY,3301 Norbridge Dr.,Alameda County,37.6941 -122.08635,R20,US,5322745,94546,48,37.690754,CASTRO VALLEY,25,-122.075567,0,BERK,49,0,bart_locations|station_list
46,United States,MILBR,MILLBRAE,46,39,Millbrae,8,sanmateo,Millbrae,MB,94030,37.599787 -122.38666,8,California,MB,CA,MLBR,5332921,MILBRAE,200 North Rollins Road,San Mateo County,37.59855 -122.38719,W40,US,5392427,94030,0,37.599787,MILLBRAE,,-122.38666,0,MILB,0,0,station_list|bart_locations
8,United States,19OAK,19ST OAK,8,11,Oakland,17,alameda,Oakland,19,94604,37.80787 -122.269029,2,California,19,CA,19TH,5332921,19TH STREET OAKLAND,1900 Broadway,Alameda County,37.80437 -122.2708,K20,US,5322745,94612,68,37.80787,19TH ST. OAKLAND,13,-122.269029,0,19TH,69,0,station_list|bart_locations
15,United States,HAYWD,HAYWARD ,15,6,Hayward,24,alameda,Hayward,HY,94541,37.670399 -122.087967,6,California,HY,CA,HAYW,5332921,HAYWARD,699 'B' Street,Alameda County,37.66882 -122.0808,A60,US,5322745,94541,28,37.670399,HAYWARD,6,-122.087967,0,HYWD,29,0,station_list|bart_locations
11,United States,FRTVL,FRUITVAL,11,2,Oakland,20,alameda,Oakland,FV,94604,37.774963 -122.224274,5,California,FV,CA,FTVL,5332921,FRUITVALE,3401 East 12th Street,Alameda County,37.80437 -122.2708,A20,US,5322745,94601,36,37.774963,FRUITVALE,2,-122.224274,0,FRVL,37,0,bart_locations|station_list
